fold,regime,val_start,val_end,val_rows,n_lated,run,n_features,seed,ll_all,ll_hard25,ll_hard10,ll_lated,fit_s
7,normal,2023-04-29,2023-07-27,57651,12504,RA_both,52,43,0.27875314457398337,0.9151392757759435,1.4275730842918655,0.5888415681494186,3.419056458005798
7,normal,2023-04-29,2023-07-27,57651,12504,RA_both,52,44,0.27859943756296013,0.9008411085385523,1.3797930737492985,0.572411737815364,3.405422666997765
7,normal,2023-04-29,2023-07-27,57651,12504,RA_both,52,45,0.27451638354394237,0.8975472145475576,1.3962216735426287,0.5678846820086197,3.5138767919997917
7,normal,2023-04-29,2023-07-27,57651,12504,RA_both,52,46,0.2784619182894739,0.9084512322420897,1.4352398834114157,0.5796562137312917,3.4434343750035623
7,normal,2023-04-29,2023-07-27,57651,12504,RAC_full,54,42,0.2937160524085207,0.9576866237969468,1.4440738970051898,0.626640317574801,3.7133910420088796
7,normal,2023-04-29,2023-07-27,57651,12504,RAC_full,54,43,0.2718145651818447,0.88004558481278,1.353380051232078,0.5609653583358444,3.4570828750001965
7,normal,2023-04-29,2023-07-27,57651,12504,RAC_full,54,44,0.2731853553076754,0.875092527706715,1.3385034692812758,0.5619281801124203,3.393871417007176
7,normal,2023-04-29,2023-07-27,57651,12504,RAC_full,54,45,0.2699646866344178,0.8753441357148727,1.375262522813136,0.5469508333904943,3.4197332089970587
7,normal,2023-04-29,2023-07-27,57651,12504,RAC_full,54,46,0.27597703598337603,0.8913785967881042,1.3535828459386325,0.572204275472603,3.4460582500032615
8,normal,2023-07-28,2023-10-25,59700,6761,R0,50,42,0.30626274795519226,1.2052034578480253,2.852859671574775,1.4451735032577069,3.4721797089878237
8,normal,2023-07-28,2023-10-25,59700,6761,R0,50,43,0.3001894848326636,1.180827809494405,2.8012763482784915,1.4106375415341408,3.354896541000926
8,normal,2023-07-28,2023-10-25,59700,6761,R0,50,44,0.29330604614477385,1.1511495211754361,2.702004275330396,1.3844228238555076,3.6124863750010263
8,normal,2023-07-28,2023-10-25,59700,6761,R0,50,45,0.3198672325528107,1.2596543039844041,2.982023115347601,1.5115134877698655,3.353932457990595
8,normal,2023-07-28,2023-10-25,59700,6761,R0,50,46,0.29215014721869986,1.147935509658442,2.700078153285244,1.3716753083128657,3.3549677499977406
8,normal,2023-07-28,2023-10-25,59700,6761,RA_level,51,42,0.2790680782956971,1.09570409897037,2.592502472487744,1.3009345806378256,3.4417755419999594
8,normal,2023-07-28,2023-10-25,59700,6761,RA_level,51,43,0.29334161410582393,1.142626244302221,2.6754811978786615,1.3650591854363614,3.424264999994193
8,normal,2023-07-28,2023-10-25,59700,6761,RA_level,51,44,0.2721094828319172,1.0666489893666207,2.4886590428923814,1.2380368145092562,3.4990038329997333
8,normal,2023-07-28,2023-10-25,59700,6761,RA_level,51,45,0.29214745536860076,1.1473668289696177,2.706088677045256,1.3718160199002962,3.504228999998304
8,normal,2023-07-28,2023-10-25,59700,6761,RA_level,51,46,0.2799716233147515,1.0984057146578752,2.5831867929986205,1.3107941833383598,3.406699709012173
8,normal,2023-07-28,2023-10-25,59700,6761,RA_delta,51,42,0.27677839792716,1.0835575336230883,2.5323649946800026,1.2877476456172317,3.4048699580016546
8,normal,2023-07-28,2023-10-25,59700,6761,RA_delta,51,43,0.2802759782712801,1.0989957462886244,2.581658091528306,1.2987982017863917,3.4266495420015417
8,normal,2023-07-28,2023-10-25,59700,6761,RA_delta,51,44,0.277507610860052,1.0886329868981401,2.553342460406777,1.2941763908771677,3.3972093339980347
8,normal,2023-07-28,2023-10-25,59700,6761,RA_delta,51,45,0.2767954695487399,1.0835381318735,2.5081468589071005,1.2628177507400207,3.3505487910006195
8,normal,2023-07-28,2023-10-25,59700,6761,RA_delta,51,46,0.29261227030613973,1.1503381869169005,2.7243335916651867,1.3913973196169365,3.3752108750049956
